league | aatrox | noun | 아트록스 | aatrox is a strong blind pick | 아트록스는 무난한 선픽이야
league | premade bot | noun | 바텀 듀오 | Our premade bot is straight up running it down. | 우리 바텀 듀오 걍 대놓고 던지고 있네.
league | premade bot | noun | 봇듀오 | Their premade bot has perfect synergy. | 저 봇듀오 합 미쳤네.
league | premade bot | noun | 바텀 듀오 | We lost lane to a premade bot. | 바텀 듀오한테 라인전 털렸네.
league | presence of mind | noun | 침착 | presence of mind restores mana after a takedown | 침착은 킬관여 하면 마나를 채워줘
league | presence of mind | noun | 침착 | i need presence of mind for mana | 나 마나 때문에 침착 필요해
league | press the attack | noun | 집중 공격 | press the attack exposes the target to more damage | 집중 공격은 타겟이 딜을 더 많이 받게 해
league | pressure | verb | 압박하다 | keep up the pressure top | 탑 라인 계속 압박해
league | prio | noun | 주도권 | i have mid prio | 나 미드 주도권 있어
league | prio | noun | 주도권 | we have bot prio | 우리 바텀 주도권 있어
league | prio | noun | 주도권 | they have top prio | 상대 탑 주도권이야
league | prio | noun | 주도권 | we need mid prio | 미드 주도권 필요해
league | prio | noun | 주도권 | no prio no fight | 주도권 없으면 싸우지 마

league | priority lane | noun | 라인 주도권 | we can't do drake, we have no priority lane | 라인 주도권 없어서 용 못 쳐
league | priority lane | noun | 라인 주도권 | We can't do drake, we have no priority lane. | 라인 주도권 없어서 용 못 쳐.
league | priority lane | noun | 라인 주도권 | Get me some priority lane please. | 나 라인 주도권 좀 만들어줘.
league | priority lane | noun | 라인 주도권 | They have full priority lane. | 쟤네가 라인 주도권 다 쥐고 있어.
league | priority lane | noun | 라인 주도권 | Lose priority lane and you lose the game. | 라인 주도권 잃으면 게임 끝이야.

league | priority target | noun | 점사 대상 | focus the priority target guys | 애들아 점사 대상부터 포커싱해league | fifty fifty smite | noun | 반반 강타 | Don't flip it, it's a 50/50 smite. | 도박하지 마, 이거 반반 강타야.
league | priority target | noun | 점사 대상 | Focus the priority target guys. | 애들아 점사 대상부터 포커싱해.
league | priority target | noun | 점사 대상 | Who is the priority target? | 점사 대상이 누구야?
league | priority target | noun | 점사 대상 | Ignore tanks, kill the priority target. | 탱커 무시하고 점사 대상부터 잡아.
league | priority target | noun | 점사 대상 | He is clearly the priority target. | 쟤가 딱 봐도 점사 대상이야.
league | priority target | noun | 점사 대상 | Guys, Zeri is the priority target. | 애들아, 제리가 점사 대상이야.
league | priority target | noun | 점사 대상 | I’ll mark the priority target. | 내가 점사 대상 찍어둘게.
league | priority target | noun | 점사 대상 | Who is the priority target right now? | 지금 점사 대상이 누구야?
league | priority target | noun | 점사 대상 | Always switch to the priority target. | 항상 점사 대상으로 타겟 바꿔.
league | priority target | verb | 점사하다 | we need to priority target their soraka | 우리 상대 소라카부터 점사해야 돼

league | proc | verb | 발동하다 | auto attack to proc electrocute | 평타 공격해서 감전 발동해
league | proc | verb | 발동하다 | dying instantly when the shield procs | 쉴드 발동하자마자 바로 죽었어
league | proc | verb | 발동하다 | let me proc my passive first | 나 먼저 내 패시브 발동할게
league | proxy | verb | 오버파밍하다 | singed loves to proxy behind towers | 신지드는 타워 뒤에서 오버파밍하는 거 좋아해
league | proxy | verb | 라인끊다 | proxying the wave so they cannot push | 쟤네 푸쉬 못 하게 라인끊는 중
league | proxy | verb | 오버파밍하다 | singed is proxying the wave again | 신지드가 또 웨이브 오버파밍하고 있어
league | proxy | verb | 웨이브삭제하다 | proxying three waves inside their base | 적 본진 안에서 미니언 세 웨이브삭제하고 있네
league | proxy | verb | 오버파밍하다 | singed is proxying our base and nobody cares | 신지드가 우리 본진 오버파밍하는데 아무도 신경 안 써
league | proxy between towers | verb | 오버파밍하다 | singed is proxying between towers and wasting our jungler's time | 신지드가 타워 사이에서 오버파밍하고 우리 정글 시간 낭비하게 유도해
league | proxy strategy | noun | 오버파밍 | Singed is doing his proxy strategy again. | 신지드 또 오버파밍 하네.
league | proxy strategy | noun | 오버파밍 | He's abusing the proxy strategy. | 오버파밍만 하고 있네.
league | proxy strategy | noun | 오버파밍 | Proxy strategy is so annoying. | 오버파밍 진짜 짜증난다.
league | proxy strategy | noun | 오버파밍 | Stop his proxy strategy. | 오버파밍 좀 막아.
league | proxy strategy | noun | 오버파밍 | Singed is doing his proxy strategy again. | 신지드 또 오버파밍 하네.
league | proxy strategy | noun | 오버파밍 | He's abusing the proxy strategy. | 오버파밍만 하고 있네.
league | proxy strategy | noun | 오버파밍 | Proxy strategy is so annoying. | 오버파밍 진짜 짜증난다.
league | proxy strategy | noun | 오버파밍 | Stop his proxy strategy. | 오버파밍 좀 막아.
league | proxy wave | noun | 라인 끊어먹기 | He's just taking a proxy wave. | 쟤 그냥 라인 끊어먹기 하고 있네.
league | proxy wave | noun | 라인 끊어먹기 | Stop him from proxying waves. | 라인 끊어먹기 못 하게 막아.
league | proxy wave | noun | 라인 끊어먹기 | Proxy wave and reset. | 라인 끊어먹고 집 가.
league | proxy wave | noun | 라인 끊어먹기 | He's farming proxy waves again. | 또 라인 끊어먹기 하네.
league | pta | noun | 집공 | proccing pta on the tank | 탱커한테 집공 터뜨리는 중
league | pull the wave | verb | 웨이브유도하다 | pull the wave into the bush | 부쉬 쪽으로 웨이브유도해
league | punish | verb | 응징하다 | punish him for missing flash | 쟤 플래시 없는 거 응징해
league | punish cooldowns | verb | 쿨타임응징하다 | punish cooldowns when blitz misses q | 블리츠 큐 빗나가면 쿨타임응징해
league | punish greed | verb | 욕심응징하다 | punish greed if he stays for plates | 쟤 타워 골드 먹으려고 잔류하면 욕심응징해
league | punish the roam | verb | 로밍응징하다 | crash the wave to punish his roam | 쟤 로밍응징하게 웨이브 타워에 박아넣어
league | push | noun | 푸쉬력 | Our comp has zero push power. | 우리 조합 푸쉬력이 하나도 없네.
league | push | noun | 푸쉬력 | We need more push. | 푸쉬력이 부족해.
league | push | noun | 푸쉬력 | They have better push. | 쟤네 푸쉬력이 더 좋아.
league | push | noun | 푸쉬력 | Play for push. | 푸쉬 잡고 해.
league | push | noun | 푸쉬력 | Our comp has zero push power. | 우리 조합 푸쉬력이 하나도 없네.
league | push | noun | 푸쉬력 | We need more push. | 푸쉬력이 부족해.
league | push | noun | 푸쉬력 | They have better push. | 쟤네 푸쉬력이 더 좋아.
league | push | noun | 푸쉬력 | Play for push. | 푸쉬 잡고 해.
league | push | verb | 푸시하다 | push mid right now | 지금 당장 미드 푸시해
league | push | verb | 라인압박하다 | pushing the wave before recalling | 집 가기 전에 라인압박하는 중이야
league | push | verb | 푸시하다 | push mid to win | 승리하려면 미드 푸시해
league | push power | noun | 철거력 | Ziggs has insane push power. | 직스 철거력 미쳤어.
league | push power | noun | 철거력 | We have no push power here. | 우리 철거력 너무 부족해.
league | push power | noun | 철거력 | Their push power is scary. | 쟤네 철거력 장난 아닌데.
league | push power | noun | 철거력 | Push power wins games. | 철거력이 게임 이긴다.
league | pyke | noun | 파이크 | pyke executed three people with death from below | 파이크가 궁으로 세 명 처형했어
league | pyke | noun | 파이크충 | pyke missing ult and instantly dying | 파이크충 궁 빗맞추고 바로 뒤지네
league | qiyana | noun | 키아나 | qiyana stunned everyone against the wall | 키아나가 벽에다 궁 박아서 다 스턴 먹였어
league | qiyana | noun | 훌라후프 | qiyana one-shotting me from stealth | 훌라후프가 은신해서 날 원콤내네
league | qss | noun | 수은 | don't forget qss | 수은 까먹지 마
league | qss | noun | 수은 | qss cleans malzahar ult | 수은으로 말자하 궁 풀 수 있어
league | qss | noun | 수은 | i can't skip qss this game | 이번 판은 수은 안 갈 수가 없어
league | qss | noun | 수은 | adc needs qss | 원딜 수은 필요해
league | qss | noun | 수은 | i was forced to buy qss | 어쩔 수 없이 수은 갔어
league | qss | noun | 수은 | buy qss for malzahar | 말자하 때문에 수은 사
league | quicksilver | noun | 수은 | buy quicksilver for malzahar | 말자하 때문에 수은 사
league | quicksilver | noun | 수은 | you need quicksilver this game | 이번 판은 수은 필수야
league | quicksilver | noun | 수은 | i'm rushing quicksilver | 나 수은부터 간다
league | quicksilver | noun | 수은 | don't forget quicksilver | 수은 까먹지 마
league | quicksilver | noun | 수은 | quicksilver cleans malzahar ult | 수은으로 말자하 궁 풀 수 있어
league | quad | noun | 4인큐 | Never play with a toxic quad. | 톡식한 4인큐랑은 절대 겜하지 마.
league | quad | noun | 네 명 파티 | Got hostage held by a quad. | 네 명 파티한테 픽창 인질 잡혔네.
league | quad | noun | 4인큐 | Their quad is blaming the random. | 쟤네 4인큐가 솔큐 한 명만 탓하네.
league | quad | noun | 네 명 파티 | I got matched with a quad again. | 또 네 명 파티랑 잡혔네.
league | queue up | verb | 큐시작하다 | don't queue up after midnight the matchmaking gets completely cooked | 자정 넘어서 큐시작하지 마 매칭 시스템 완전히 붕괴해
league | quicksilver | noun | 수은 | you must buy quicksilver sash | 넌 무조건 수은 장식띠 가야 돼
league | quinn | noun | 퀸 | quinn is split-pushing the top lane | 퀸이 탑에서 스플릿 푸쉬 하고 있어
league | quinn | noun | 새장수 | playing melee into quinn top is pure suffering | 탑에서 근접 챔으로 새장수 만나는 건 순수 고통임
league | quiver | noun | 절화 | getting pushed in because they got quiver | 상대 절화 나와서 라인 다 밀리네
league | rabadon's deathcap | noun | 라바돈의 죽음모자 | veigar needs rabadon's deathcap to maximize his ap | 베이가는 AP 극대화하려면 라바돈의 죽음모자 필요해
league | rage quit | verb | 빡종하다 | top died once and rage quit | 탑 한 번 사망하고 빡종했어
